"HAUS","ANLAGE","ABLEINH","TOUR","ME_MA_ID","CITY1","CITY2","HOUSE_NUM1","POST_CODE1","EQUNR","ENTSCHEIDUNG","REGEL"
"VYzgXZCzMhdRNbVnp/zwCVWVSbiWCqNKferaQXw","GTnLsZsXvxrFnBajSVglSPmoddLsQRErrJCfCOt","J09D6241","J09D","HsWhZgTTSsWsEVUgYcUQDfJcFPXeXpdpVYTyvMu","Plettenberg","Holthausen","69","58840","bRR+ABSkiJkVKPVSTryyZIorgRWaZTeuHCeGvhZ","KSA","Standard nach Anzahl Stromzähler"
"FBFcVZgYFsOSZUTOR/oFkmXrWWrMQRrjwpofDbz","MqqQPVAUQcZiRsnvIfYKooVaYSgpZWJUzwSqkcP","J09D3013","J09D_J","jHVvrpRzxFUMmoQiujBVpygCFbX/hagZKKwsHSO","Hagen","Hohenlimburg","33","58119","jtehYPBOVjAWNSRQWUmHbXCcShSlPKLEEsWWQQz","KSA","Standard nach Anzahl Stromzähler"
"RATSVd+nFTBSpDJwLNcsWGbvMYNWyIWUvkKfulR","XjDLutwXLvbKYVYeAPAhHGZeAHWexGcoIOARjaa","J09D7024","J09D","aTshMMoXzZpLeUwkaDuUXZXPQtSNuwiZYSBfDYB","Herdecke","Ende","55","58313","tmTASBOFNtAivieUVWdwQOUCNSQK+vUWOPWVRwL","EVU","Standard nach Anzahl Stromzähler"
"hBeavUvnpyDUoYQcQpYVEdaLqQAmXhKxCdRSJNB","nLXXxIjULqXVscYpNWHigTOnBVHYZWPYCYXSiQX","J09D4011","J09D_L","b+PYWiZeRZyVvR+QXA+ZnF/ZeTYfuT+DLVTbxtg","Lüdenscheid","Brügge","5","58515","/APtTLQndVKMQZkAWhYayGzoEWtevhbyXdFWLMj","KSA","Standard nach Anzahl Stromzähler"
"yesZtLfQSxsLKzuPsYwIwYsAZQQTv+TiUWPaSsM","sXsVZQpSkyXKWLCEMxefRSRCRt/axWsYNHGwqMz","J09D3012","J09D_J","nMRPrwngUJS/qQiYdokXUe/sUIDlSorcVSXzpMs","Hagen","Hohenlimburg","11","58119","xYotSqpoopKtRDluBupACKJHQXZtKWNOTKRmtAO","KSA","Standard nach Anzahl Stromzähler"
"/xAVNkKJNC/RhZDSuGpY+TVsuiZpoDVeDLgWSmQ","YwVZOWbZUqTqWhXSSkReetWhsbPYgXUYiYfbvgG","J09D7021","J09D","UeuaIjHhSBLQWioaWYAkwWNSmoGUxfPnLUtVRUv","Herdecke","Ende","139","58313","HIEgRMqjknOSVHiWAaoewuQSbUxaouRQSOUfKhs","EVU","Standard nach Anzahl Stromzähler"
"QzIhlIYTxGKVZ+xHuEGadXxdFYRPQSKtXVYyOZT","EoDVTBHUNXStyqCxvTUDUeeQkCbfIMYujKPBZxc","J09D6246","J09D","'+++SlXjdkbcvLTZSeUTigKkqzVDVsGAlRlLRSc/","Plettenberg","Holthausen","109","58840","Qk/C+HXAUWzTWkPnJBcIbkUxKqLUzeBlVUZETrO","EVU","Standard nach Anzahl Stromzähler"
"KKfoBlRTwHXSefSvzjDFWSfEZBK+nSdooVoROOi","fQwcXiyfHT+KTjSXuWLhnAUhdgJRYAQPdWUknYd","J09D3011","J09D_J","tcXnTCMUOSufsBTCCNKgvUxSancVHD/GLcWRtaX","Hagen","Hohenlimburg","10","58119","YFxoAKkfyTkBwZIiWDsWGqOdJXo+lSpTe+uERTv","KSA","Standard nach Anzahl Stromzähler"
"EBVnah+BnSnFgJYqowGUVofOWryTB/MkxEuQVTr","TKf/+UVpgzCUOZTAs+lbuCFxUIMswfVT+ikXuWe","J09D6242","J09D","BWZFmYSvVabFAUEQomHDJRXUudgzgTPlTxQmatJ","Plettenberg","Holthausen","24","58840","UUVUgEyhjRDkYVbBvWdXGoShFKSsXVvhAiLzWDJ","KSA","Standard nach Anzahl Stromzähler"
"dBZYzRgxssMYGLjftrPSFsDpKeprl/SFAqmrWMX","HId/YOKyVpbbMw/MpKcYbSmYcSLneCQ+Brzchs/","J09D7025","J09D","WhZZUWQJaYUlYYOrPUVxIJXtI+cpTYVTObPEhTR","Herdecke","Ende","1","58313","ZnUrgXZFjFhWLRjAIqtwMlqzjSahiynQtiwklQc","EVU","Standard nach Anzahl Stromzähler"
"aVopozQLgTGuWRgSoICYYVFWqkfDkHeZjbyVYYj","h/+UxmQjr/UnXNrFge+sPWzTAOyUSTURXblJC/W","J09D7022","J09D","TXYKREIJQQ/iOmTTQvZoInUDDaSlTHsUkfjugmA","Herdecke","Ende","112","58313","DARqtYTlRUCaUyOLNfUrXMvQARidRAhYipKGYIt","KSA","Standard nach Anzahl Stromzähler"
"ixweUQRFWuZ+SBzqRHYQXPUUWbFWWXUnUUZXzCa","VWjpdQdjMyKPPFZZZQXmfxuWYPLqyW+LEUIiDSv","J09D4011","J09D_L","PWLeDIiZFPMAYVcQJ/TkMJUfYlwnScmTIWRquJW","Lüdenscheid","Brügge","27","58515","aZQlZYRoRBsvlOHmSxLbDkTHLelDxWZiwtQCtZB","KSA","Standard nach Anzahl Stromzähler"
"qvcZlYleUqJUItriTNTrxEYmOxjAHTikRopihhn","hrblikZCGfbETcLD+qOEIMXIjZfTsDzCtHPXRUU","J09D3012","J09D_J","IWQdXKWIpCJKWmWwCWYFBsrRzGdPwCNkUQnSeDR","Hagen","Hohenlimburg","28","58119","VCkKjclWDgdqXwzVOBwSYIvUwqZHedWeR+VikYb","KSA","Standard nach Anzahl Stromzähler"
"XnhVcPUisWQpcYqZETMwmVXJplGThSgzGfWNNFa","iPXcBHPdYIglWTSeOXjGzfuRJGqCTOZvaEdUTHB","J09D4011","J09D_L","'+ZadZAhIRhUYBcBfITbQGxyRVex/VesEZVAHUps","Lüdenscheid","Brügge","4","58515","SyYkemqsVQEGhFvQnMcJSRhln/jkDWUzfjLQFeF","EVU","Standard nach Anzahl Stromzähler"
"zZVFeHNMQdOKAyEMtiHZYYoppheZn+CCjsqRLVJ","ZwjYUzP+ITRCKHJcTVRGKB/WWfZjWRCV/tXSlCs","J09D4011","J09D_L","p+CXDZhInNCEUBUmTzDovkOBNipVgrHSnVTDTiX","Lüdenscheid","","25","58509","TYTAOlVHtWEQhYZVnI+oQZRVQVpTZEnGVaXlBFG","KSA","Standard nach Anzahl Stromzähler"
"XxxuJSrVTygXkQVUeVZmwn+lUbpYEabYQkiVRVQ","SRXcCdwryXWTBZUzGHjYFIVGTwbIq/ZbDVynZfn","J09D6241","J09D","LTKFKLMnMljQSXrxdRynoYZjaKhIdXWOiONUonO","Plettenberg","Holthausen","43","58840","UxrVnfMbxrHSWxmzQTUvSyphQWSzkI/SGrDXAbD","EVU","Standard nach Anzahl Stromzähler"
"WKKRhUFOnIBpWlgxBYiRsqvjVVtJW+hmpXRrBQA","tDAwISYiXFVbAjUQnbbEiXBqbqKVjETMLjRVI/Z","J09D4011","J09D_L","VYRAvu/QrQYrAQRXQyTeFNQyZEGRiXFLSFCgUlM","Lüdenscheid","Brüninghausen","13","58513","PDMKVDCmvUNlVZ+BVpFBHBGbPgokhHsZBWy/vIM","EVU","Standard nach Anzahl Stromzähler"
"ocQUUVtslwEXnXZKTeYRiYFkNRDKytnrkLQuIZY","UUXiOxRVWyLvRGnaaVbfiTVsgJEGrwZqfXLH+Op","J09D6246","J09D","wXmMkVYoFXoiRo/HfbvBELUEzKQVzxKwgYazsEW","Plettenberg","Holthausen","17","58840","wrdFkaXZcbyDKfvwd+cYmOZMxiznuLuPqX+VMiX","KSA","Standard nach Anzahl Stromzähler"
"STRWnAoYBnDaSueEutFTwMZdnlrVWw+YDUguFXJ","rVFknwURLyhqQZwQWqVLGVPsdlXR+fZGVvi/ciD","J09D5474","J09D","aTuxQUWgKXR/jeYllZSYZlYiHKHPHAwJbcRnuTm","Halver","Oberbrügge","36","58553","oaztlXOSRUprOdabOKRsrWwmUTVUYNCJZUlYjXM","EVU","Standard nach Anzahl Stromzähler"
"qbBdVwrPWJzvwVbSAVZCFcRHuOZdLSUlORdInXB","hjAQWdswrEOVtFXBZdoCWDOWxQYRaYPYIfXjRxS","J09D4011","J09D_L","Yjrdwb/PXzZZjSHpF+PQZDsYkEVqjkfckZWpTzS","Lüdenscheid","Augustenthal","3","58513","AXADJIkDIA+bSQTCwyUHxWiDWVlYYHxFZzlNkwj","EVU","Standard nach Anzahl Stromzähler"
"raydmjbxADDVPAVUFFhUltoYRvuzMTkHtUMVidr","bJQnOn+Nrrlp+iUjOIKcY/KLsyEQZnqaOzVFkFO","J09D4011","J09D_L","EUID+EDTZGHBMZJiEIWEYQkRCCwGfoZAZvMxZwV","Lüdenscheid","Lüdenscheid","22","58513","bQHu+znSxhAvanYSymPJbDPHVKZRJciFcEkOtmS","EVU","Standard nach Anzahl Stromzähler"
"QQjdHxxNxBZrpPTExeiDEYKGiUSQWifzoYYYSjH","ZJ/SsWwIhULvclQTFlSrcYmQvrVDZKoVWvUVVYo","J09D5474","J09D","VOTUIoULfQNbaQymUpDUBaZwBCarkzgmtGVRITl","Halver","Oberbrügge","34","58553","uMWkmCWGHvV/yXIeDzXVQVVQ+cVYdXEXYdQVWJC","KSA","Standard nach Anzahl Stromzähler"
"yUbmTKoOoTRzWAyWeWmZ+qRCrsFVBEQIGtlGE+J","esDzQUyZzvRqVeDgGUsxETvWMMqYqUVoRsiXvyw","J09D7025","J09D","rRgRYZDHfj+I/HSEdmDoYHUwTdUTYDuHgaLbVvG","Herdecke","Ende","9","58313","vTGa/TPaGNcZdwgUdaUQYrEUcGWvyZAbKwlOTRf","EVU","Standard nach Anzahl Stromzähler"
"vuQeCvilnMQEpWWoESVTLkPtzsBGidsYOwpAudV","RvNHcoyeRA/aeZphKnVwgyTFCAVHOsmWXazwlBd","J09D7024","J09D","dtASHTYqAmtobhqoQxKh+EuLxOoRTHNctQDcYkT","Herdecke","Ende","40","58313","NytQxdVVOyynUyZTTMPSRrwHwYRRpHzRMMKiWqG","KSA","Standard nach Anzahl Stromzähler"
"QzYXVuqOBSXEvhVSSeVECPWUcoSbffvHedTRSAR","RQW+oWVdSHqcjCYQXbrwkeiREKhaBmbbRQN+WuO","J09D6243","J09D","aTwNYdJTzeJJaWyskUVobsMY/LdQnj/dFPr+jDK","Plettenberg","Holthausen","53","58840","JcFtaZjjkJURWfgvqBFDLjXnpUPeMzTWSIVBJTm","EVU","Standard nach Anzahl Stromzähler"
"YXgdg/ixWiaWBvZtvVKxYYljlWHRVWcICqXcdNo","RpHjTVeuKyAhZXTXtQVqpeYzKvmKyYEUjUSIoSQ","J09D4011","J09D_L","IWSOSWVjxHvc/zhVmJNdtTNl+WahEIAjBMRQlQy","Lüdenscheid","Brügge","36","58515","zQSj+WCUcPOQ+AyJEmbTFgXtTGBTWVNTCutZYNR","EVU","Standard nach Anzahl Stromzähler"
"wzSwOqAbyqRia+bxtSSbbqGQMuA/ZuITJoHRtYC","paiLcUrXVgZtV+lXTgcBUUdeC/cfWVlhPxzibEL","J09D7021","J09D","TMKUSn+vXVG+irayyGQcTUWbXuSAfz//hVbMAxR","Herdecke","Ende","177","58313","RZcUecJdVBEvYmhsxSX/SuMjYiAaIknOqQWcOyf","KSA","Standard nach Anzahl Stromzähler"
"TaGSamzTVjhdLWKomEPOxbYvz+GTVrRQffURaUV","ztYWRScXgdUMFsVoT+yoGiUAeLyUZYmRCSbUuaX","J09D4011","J09D_L","qImVRIer/kliSDUAxHOcLC+KX/crfsgdAxbXIbw","Lüdenscheid","Brügge","12","58515","hJcjnVTNaVdXYTUyldtZZXUJSTVqTqgugVrDVfy","KSA","Standard nach Anzahl Stromzähler"
"ANTbRYftYQjuUyVYWAnRSdjdZltJNmhXUFgWVUu","R+yyaoBTQQijhlrXPXyxhWQKWjvsiykQaZQcXCX","J09D3012","J09D_J","vwGXIonuVS+QJtQ/qnEWbmyQWeuaQgcXXHXZnEg","Hagen","Hohenlimburg","36","58119","fTdkzK/qaSfKYnowNmXZPoHZhXiDaS/kUvDiTVd","KSA","Standard nach Anzahl Stromzähler"
"qvubPdCtGkWSZWdYXPTeCfvhibbmDSURQvDCUTq","xVm+UgQLsbPYbBzZFIbc+MCbhMbfLrsPysXVIFK","J09D4011","J09D_L","IWSXGSJlWRfeUmuZL/QqOSWVheXeXIWGzaEXXuS","Lüdenscheid","Hellersen","237","58513","eneiMk/sscPWkRDVDBSflqzFlRWNrD+mo+jUTSa","KSA","Standard nach Anzahl Stromzähler"
"eI+XIYUvXn+mKZnYVmorXElcc/BvobzdJQR+xfI","cMXXoXSAOQlfW+NbUHXlLIUddYBZkRUUnJtlRri","J09D4011","J09D_L","JcXUhJIoVcmxudkGweOqeWIWPB/uDdafoTSZNIa","Lüdenscheid","","19","58509","ufZhSuzpOcZbtwaVRTTzmEhnqITqjgVHXixQT+K","EVU","Standard nach Anzahl Stromzähler"
"naBttHZrOdukNIYAYyFzmCWHQrAQcVkSsUtRVXR","ZMew/kQRoRiR/fURRRGjxCZEVYVlWWleyxZAYUk","J09D3011","J09D_J","IWSbZCUTtaXIVeFDyMAMTYhVYFtIHXpdZnfcMTK","Hagen","Hohenlimburg","10","58119","VATSQjphDYEgEMMpYXQdQUVsYExRJftZxGHhRNP","EVU","Standard nach Anzahl Stromzähler"
"vXEDTrNvQLWvUcnMG+fXVvYYoRtsYTydXTOTjXS","vbVATOVYcsmRyASrWxZUyUlMYXNcuYWUwnvTjVA","J09D5474","J09D","kRW+WXIlNiY/LUoQcUZRgs+nzyA/RxICRepuQYm","Halver","Oberbrügge","4","58553","XGiywCNQjryLn/jdMXRRSRDAQAOkdgZT+WueTJQ","EVU","Standard nach Anzahl Stromzähler"
"s/kRpMYJEVbTMXV/QPJwVZ/EjmWqnekeTcBltUY","PNEohYsknUrnSvTRWXVsRScUuZRlQTQXcOMIPWD","J09D7022","J09D","HsgeHHWUMbhQjHjreOysASYVAkVZqQStqZ+QGoQ","Herdecke","Ende","125","58313","YSVzS+QUSZSTVwEFdUyUEWiXIKrZTwdQSlRPS+n","KSA","Standard nach Anzahl Stromzähler"
"tSZWdjXQLlPBsQhUUWPiTiYmPxhSaDZsDfeYYeO","pxavGTyRrMwiJZsb+RTYQERkm/KwzQLWlcZVedU","J09D5471","J09D","YIgFAdIF+uwqhwAUQVECabUYZTKzxUpNVNEmFLS","Halver","Oberbrügge","27","58553","WQPqKyuAVjvAyWWusWFS/cKSFQTgogAtRLbAiZe","KSA","Standard nach Anzahl Stromzähler"
"qYHgjYmVwG+iYTpXDBeTTZJrVXWJJvhUZZmXWcZ","AvJIsaZhCEfWQERCIQ+TQDZiYRDWTqQRLcgpRRr","J09D4011","J09D_L","GHoRRNtZCHVgiKWtZdOMCLHvRJ/SRPxrl/WX+Uh","Lüdenscheid","Brügge","2","58515","ECTXERXDpLihEXTKUiKKRuUsEPsbszoZNYKuNhp","EVU","Standard nach Anzahl Stromzähler"
"IddbvVxPzYDlbCZTGYjlHKrHNdQyUkDWpjGVWHZ","BCQvjOkSXIfGLKWYTXIYOWTMdUstUpHJsFQTXx+","J09D3012","J09D_J","dtIBLBTSmmdlNzBjFChuVBKmH/vQWYkMLQm/V+U","Hagen","Hohenlimburg","17","58119","HVZyoVzD+RVSqMmoXJWCZowHTNhQYKnjuQBcxsk","KSA","Standard nach Anzahl Stromzähler"
"QJRPXRhOXXmCZBQCYJjHZmWT/+ovOVsnw+inUm+","VPhlKBRttmC+xtxcYSCFjgczGjqHyXLiRglEWZO","J09D7022","J09D","p+HLusYZKnDvViIUnBc+SmEPLAsUWwGEOYGCTKE","Herdecke","Ende","139","58313","URvMFgzpANBGUTUnBLdTYc/NYQpYZVK/DQmyOZV","EVU","Standard nach Anzahl Stromzähler"
"zVYctXgBnYMeKgQUNZWOQwvoVFDvDcgSmTYIAoK","gCYUOXScHhLlFIetiVsJS+bXaRTXZpzhOWSwuQS","J09D3301","J09D_J","Uf/QPBsFjuJrY+JrVXlNQxTf/M/tVXbQBXfWPNV","Hagen","Garenfeld","10","58099","YSkSRFR+UNUWSYb/qoYRSmnVQRUubihCVmURjdE","EVU","Standard nach Anzahl Stromzähler"
"xgQLLaKeVEDjdJRAWkElWwZGdKFIzMmQHjyOVEe","LhqYZFfXfWhzQXBShtbywRflXXXdgXEQYOWYyoR","J09D4011","J09D_L","bZjRxLzxGpxRNTCQZWPmeSLfiARWwQIPxZyUfwc","Lüdenscheid","Brügge","13","58515","QITX+EOnzlATqSVKvoIGdaYjsTj/idFGBlICQUj","EVU","Standard nach Anzahl Stromzähler"
"tqVoLLQUtSeriXzOmab+NOgYOSplYNWQHHVYzRX","vAJHEwePzyEHuVWQEqpXbXlEsJqvSeAwvYEKnvk","J09D5472","J09D","LynfXgUZaTtCoACzRfYNvizvgRgeOXeURAM+lRS","Halver","Oberbrügge","6","58553","uFRkDlRpnLeAVV/ZGjYXB+CDWTYyDZMSXXUYQmT","EVU","Standard nach Anzahl Stromzähler"
"RINqZCjbEldRaXizUfouOFgQHQtjqgXJNFjvUGu","PjB/jDTlbpOnxCF+Y/WlSpjUhffrpTSsNKUVYvO","J09D6244","J09D","SC+lWTEZEXgHxuhGWcLVsnRVXRzDwgTpmZiCBY+","Plettenberg","Holthausen","4","58840","XZiS/ROgsb+VIHXhUWuHTqTGbB+GNK/eQDU+UGE","EVU","Standard nach Anzahl Stromzähler"
"WByQWEHj+SnJXXnwCoZXUPsYDJwKrlIEWudaEVD","qVKQtkTQbSHXWVClibSoBwTbZWQImQTIAgIfulX","J09D4011","J09D_L","b+XXuXqVXVjBIsYUXanASgTV+GAMFNyvUUeyPoK","Lüdenscheid","Augustenthal","29","58513","RnW/u/SX+QxRYAYVdvtRREh/UDt/vWmHjZZxQ/X","KSA","Standard nach Anzahl Stromzähler"
"xSV+JWTSQRMSYfTYKRxwrLlnKkTePfVpAZsduYV","QtiFqrufcezFUVTTCANYnSQIMJiBTwfLwpOZPuV","J09D3301","J09D_J","kRWaZFpVBRQYfPqPhcQNzRwWxjWtrqpXAXhWfXS","Hagen","Garenfeld","3","58099","szHdkSyMsHQZV/PAUPQUgZAQGvJV/mTGlhtSyO+","EVU","Standard nach Anzahl Stromzähler"
"YITWNATGRXlUDRrZVXNSXzoivazTgIPQYOYIAJt","RvZaNzRzGyevIMXZXRkq+RQQjkUgVVTSBWLxevG","J09D4011","J09D_L","NHcKkWThhVUYqnnulYTgtZtQWxw+c/ZWpNQQXgZ","Lüdenscheid","Brügge","9","58515","'+RULRJAEogVTDSJZW/eVWvimUKmoYhHoJXShnED","EVU","Standard nach Anzahl Stromzähler"
"XQkzUEgWFQAeTqQpnrGHWwyRgGRIXngAShcEYJk","WQZjuCVyKCeWwrymSQqFWWMYmPRESTpdeNGwThK","J09D4011","J09D_L","OQzeHttVY/OTxIE/bgkQhuFTVTWqYkCG/XzmmVa","Lüdenscheid","Augustenthal","8","58513","SXMKShZUQtixIyvTxrVrWNspATXhC/kiVfddDRd","KSA","Standard nach Anzahl Stromzähler"
"gskQQYWQJPzvQXtrKGcYSsqMGtTOpZgWrPVmRss","WkaVyKsTrIQvvwiUJWUACpykohEvkOslrQMURoc","J09D4011","J09D_L","qIxQweRSs/K/fpVQMP/MuQAsqZnxDEXxxjtFnjP","Lüdenscheid","Winkhausen","15","58515","BMXTvKvHlOqRiAlyFmPYJSwVUpedULsOzTBAijs","EVU","Standard nach Anzahl Stromzähler"
"yNXYYca/CHLTyXlhVIuTGeuqQVKWYKpfkJNvtLZ","ZqmsYSBroFpfPICswTEmxSVGqlmo/aGYGxQgHuB","J09D5471","J09D","hylKciNLM/bRvKDZxKASeUGLGjiPYHJeUgzClrq","Halver","Oberbrügge","27","58553","XDIjyRGGihGRJZyZoUepgPaTTnwqeXzdUuUSrYJ","EVU","Standard nach Anzahl Stromzähler"
"ppVvUSYnQGqQXVoI+CSGaNliQXWnLnpGUpFNGRU","LsSZoRze+EVtpBjrsLdmMsCTBHdIUxUEn/nWEQS","J09D3011","J09D_J","VpmWFyYhTCGSkOwBiTjKuWwQvHXCCQnDXkdBReo","Hagen","Hohenlimburg","28","58119","rSXANRsiXUTZBCTRRSTpRplzXquTyhkjDFbSyVV","KSA","Standard nach Anzahl Stromzähler"
"SWijT/odRERnSQFxImKXMbjksTiCFcLvUQGFnUd","Vqwx/YfiKiqzZpZRwBiTPvXmkWRQZVYfVmv/WRQ","J09D1221","J09D_J","WGTbZSM+lpa+AqnfUkVgBQTVnTcZmHm/EnvGazd","Hagen","Hohenlimburg","11","58119","FYfKxYpygNKXATrgRKOnKQmXadfWeIXXXu+TrG/","KSA","Standard nach Anzahl Stromzähler"
"aDlaKfPeThWSVUW/XIEptCWSTQNDkaeI/XDvtqS","TVVLMRVRAgHgExVHkgg/ffhntiRupiiXWYNDsXX","J09D4011","J09D_L","SwDABzTclvsTmnztPUtdIP+LZhxTfxIWPrs+xkD","Lüdenscheid","Lüdenscheid","8","58513","yWduHRUbJLQqhZsdquKjZNdHWZQbQXnGQGbMXtN","KSA","Standard nach Anzahl Stromzähler"
"m/EhXCtUPphuSRyDDUpCSWKpO+XzYqSBdxjcGLX","J/TGLVkdzxmMyUBkjjcWqNoQTOSgLWMDVGOuehp","J09D3301","J09D_J","p+KuUASjuTrfukvBNRNOlDxqIkmQtIMryToZmCh","Hagen","Garenfeld","11","58099","KhSvOAzwTbGWhqiTyORmXZSqoPOWwNTCR+NQl/w","KSA","Standard nach Anzahl Stromzähler"
"jwRlVvNVnnZkiGWRjRCkx+/KqTkfJTTsWdiuIcj","ERYUCTWhqAzXXSRDQjSSzJNZNMWdpIqTEwXcgYx","J09D4011","J09D_L","BWhVqPALxZUozXSaYEOCQIXKjuIHYbzMLAOgByc","Lüdenscheid","","17","58513","Td+ugrEwZ+ypVWLaQYWUoLD/IVfisDGXnTpyRTV","KSA","Standard nach Anzahl Stromzähler"
"LjGBRcdHVZCWGLgilZxL+/FydJBlSGORt/smaCz","khZkYERewbd+myYEGXYCTWHaGIBvEcVtrBNmDQT","J09D3012","J09D_J","SC/TTKQCFWYcXrcKuzIAZctwdmpzRlUcWRsQRxA","Hagen","Hohenlimburg","28","58119","ugXr+qqHEVRYyqPfX/SWw/vVFJsJEWobzJpSKMv","KSA","Standard nach Anzahl Stromzähler"
"/ZUJDxTTanEMaMJCjkkhh/LsRd+TFmcRnlQBeBu","wWfHbECZcGaIKNqgVzTXiRDzXiETkIZTPKxQTtQ","J09D3011","J09D_J","vSZcUbIKcpQYqPkmAUUPeQ/ewFCtwRKomZXdfDW","Hagen","Hohenlimburg","26","58119","taxObEerLcWBSdZhfhdjD+X+uydJPVJnAVRvVTM","KSA","Standard nach Anzahl Stromzähler"
"QpaqsrZXVZDJdkLUCTbAXbTSKPoKjteHHTwEuRP","YohVrZP/tdnSNVyLb/UVSaBmDmhAepWIeIlED/L","J09D6242","J09D","RWRYwfFEajBWArYpVlVjwYEtZvaURDzLwNxxIQO","Plettenberg","Holthausen","59","58840","olHZPXWTUdQZIDfQgWWeVHGoxGDGQvQHJAJPesA","EVU","Standard nach Anzahl Stromzähler"
"tc+GFjvVyCXenPUpjbLoXVqZTWeZoQeDgCVJ/Wk","UGCRKCycVUXIPxrViyqxKtLUXWUvWcVoJybHTcD","J09D3301","J09D_J","zVYRlHVKYmZ+XspJkRUeVyYZU/UWJRSyfymxTVd","Hagen","Garenfeld","1","58099","mAWAOZKZblqYFolCXfnVQQLxIeXAxFX+To/NErr","KSA","Standard nach Anzahl Stromzähler"
"FSJvySPMJ/+LpZBNpGqGaVTIEQCETyUzXsmFTgT","qUqwvGCkSgZZUMsHxatRp+qqvRz+KQfKYfEYvUj","J09D4011","J09D_L","xEjPXtVLVkHYXGhjreQAZMdDpzJw+rBQjifGR/H","Lüdenscheid","Augustenthal","11","58513","dTOXnbLUXmtVDUaAWrTigUaTaaZzqRsHBghKXxe","KSA","Standard nach Anzahl Stromzähler"
"kiqZceqbRTeuHTXbQPXVPQHQQRXzfTSilnXrndN","cSwCZIaytxXRifWVEq/onXm+hjWRXjSnWSZQoYu","J09D4011","J09D_L","RKjrZtpxOzSsdPfwMkjSZZNdxDbKLViZEZNGVXZ","Lüdenscheid","Brügge","14","58515","lzkBgNkYOsKo+MrFFDPrEmBUIKiyvXpCSPmTIFN","EVU","Standard nach Anzahl Stromzähler"
"AOLpjrRgRUoS//ZWQxXXBZDRdeccRRAdZwEUUVT","DiQaaFCTXjDTRsZXGCYQBavYwEOgkPqtVYGVsfR","J09D6242","J09D","tcmTjGgiviYvxclLRKYYSpZvTvkQbWdFaZskQmV","Plettenberg","Holthausen","55","58840","SwWaximoucTZzRXTUwdguwSS/RASW/DjyLNKe/U","EVU","Standard nach Anzahl Stromzähler"
"GWZTKKVSkNJCXPtVtSkTdHYrxyIkkuIWJWFfUTm","AXlwAUDJXZSmsYZIUmUVRV/JmzjlrHiOXmGNEkp","J09D1221","J09D_J","dtMQEmdehXhQhnFDYiVGtngU+EHQXqeIhzTgoZI","Hagen","Nimmer","52","58119","smIzigVWfVZqGRujWAiQKWWQvFZABvQRiWhCgTh","EVU","Standard nach Anzahl Stromzähler"
"E/ehWEVWSBhQxzrLvNSmxmNuRuMorgTZuUXDdjI","adRLoRVxnGtVPfQUlC+XSUepGfFhP/QUXfWYuSV","J09D7022","J09D","aU/SHlxTqlQdZOFgfcoKonjFrUvHyhvSTBsMZvR","Herdecke","Ende","147","58313","TnebbAqknWMjNYBPtK+npJPfDMVdDuqvPvxCUSA","EVU","Standard nach Anzahl Stromzähler"
"fOF/zNbiFsPWEmfYXgVNtRrVMvZDQtUCoWyHOvQ","TkOhTaHFfRjAnwovmANYUAViXv+NXSGRDxJUZnp","J09D3301","J09D_J","dRFhHXfdUZKhVVktKg/YJURXhSMedaKdUVVVQuv","Hagen","Garenfeld","22","58099","KckXIhbdZTsbATlWquXTrNU+TWtzKwDXWZGJOQe","EVU","Standard nach Anzahl Stromzähler"
"sYcOYwRMCSjYXjTFSTOVGAhoQHQcsUQV/iwUQEB","nLxXUetIQUyzdAQQ+WEUMOKWjEfGdyHVoYKwaIq","J09D3301","J09D_J","xgUYJTCWRuwVczrdQcDDtHRGXakDeGjP+HmTfCZ","Hagen","Garenfeld","41","58099","jxQNDtD/qShkEUdOVy+HQlQUtZvWJeTmdJqwFNZ","EVU","Standard nach Anzahl Stromzähler"
"k+IgrXpnOoGVYpYxivxqUbSUITeRYmKlHFoZKVT","VpduhLDYXZnQ/fi+SSLJySTgJkIXXhTWeCYqNwY","J09D6241","J09D","cjAQPzEEXybIuVWTnKdTFPYTv/KYuSqeWQnIXPn","Plettenberg","Holthausen","45","58840","PpGYAtSUULwsWSRWMPRtSZleSRJaMNgqfPQsJtG","EVU","Standard nach Anzahl Stromzähler"
"XrFssjFS/GNKldBmuOmHuMfvd/CTymLTcTNwnEE","qUBZjieJdgBmbVMWQTnykFPD/kQIZZDyS+hznWX","J09D3011","J09D_J","TXaifbVvV/ZIZkFTsYIjPxUJzMXqlTkeRrdRZRS","Hagen","Hohenlimburg","8","58119","BlzLQvCWslqaEJPlVwwZlZp/ujCgwYWZUQBKuif","KSA","Standard nach Anzahl Stromzähler"
"NsZJgFURqrYDWAHgJLIBiuEHUTgVAPqbYjLKXMl","QPWeD/UjSdQWritcNgXXJXvQTfyGCRARvVxUIQa","J09D6244","J09D","b+ejfHYaOMKqIjT+nRlYTkmbYSREJbfUWRhVCTB","Plettenberg","Holthausen","20","58840","uncdWTovXOSeTJRjAWZiKCZLTpEgjTZZZXuSAEh","EVU","Standard nach Anzahl Stromzähler"
