"HAUS","ANLAGE","ABLEINH","TOUR","ME_MA_ID","CITY1","CITY2","HOUSE_NUM1","POST_CODE1","EQUNR","ENTSCHEIDUNG","REGEL"
"QdvWyokGyZAnSuIQZtHUUdMgQyvJcfosBvBYVjR","yuqvLLXUBYhTNsCroyISMPBdlqvRGFbJeaZrXfs","J09C5481","J09C","mCfnJBqXTFGRM+KTMYUSTQSIqbXxK/BdUNFMHWU","Halver","Oberbrügge","65","58553","NrBntrreifUqXHtuUG/hDFReiWgkGlnXzEyBNiJ","KSA","Standard nach Anzahl Stromzähler"
"idXnWQOioDnTjJdkRPMalHvKgFPneyzH/UirNjS","RREDXVtwYLKVv+A/WVVVXjuvkR/VXjGvGKUSumd","J09C6105","J09C","GjLUTrHSZWcXSrngKDDmVWasPBuSiKZszoRz/UP","Neuenrade","Neuenrade","45","58809","HoZkC/pkYLuwWNnWInHEe/XMsmArTWTezVfdJqV","KSA","Standard nach Anzahl Stromzähler"
"jVlwYgWArZhXzgFDzVUXuVJDIMJDTUcRTUtVCdQ","fYgYIvfWAXPQ/uQBRgROoVXCXLKgSgSIWuxDTdQ","J09C1622","J09C_J","mChFaXWOEAJpnmpPYfUvF+FFUPoxSNATszzosYZ","Hagen","Halden","23","58093","'+wmCslZKXnPV+ekEz+xWfgjXaS+ZoVocESVWnpW","KSA","Standard nach Anzahl Stromzähler"
"vBamHQZRtGkaIyLQvRSKBnYm/WWPU/hQKyBxrdU","CLMjUVTuSQmQRLUNWUDjJsV+OSNPVrXqIjLn/Iz","J09C3401","J09C_J","ZRXRrLXdHWWQHXjYwkaXgovWLHLT+VhATIxmxyF","Hagen","Hohenlimburg","15","58093","JtYZUBTWOUGVHTbTtVwZFTNK+utrNIPUer+TCxC","EVU","Standard nach Anzahl Stromzähler"
"QNjKhZLjBcZjvQZWjvGqPfsMLHkLzVEQ+MsrVUg","ZhjBZPWBPGYsLnLzCSMJOnGLjTXRQSzSyCXigXS","J09C4011","J09C_L","TMYcTWdVRHONLqmTVkdPxuXJMapSTybp/jDBOAW","Lüdenscheid","Dünnebrett","275","58513","oRWCN+LATVmyIfPStlBLPwhuUbayHSWMxAeEzUn","KSA","Standard nach Anzahl Stromzähler"
"jxgZ/uilqCVBFYZhAqmjZofzXtOKMny+RUQjcwV","Mb/dJPVUUsktbwMrORKFNHfmGbkghSRPFLXNdQ/","J09C3401","J09C_J","YVqPzZlTpVtuvOmhVnROMJrcsRVBCOvGezcWaYI","Hagen","Hohenlimburg","40","58093","MRKlkaEEgLCVqZlYN+YUIRqXbZDZfPaJbMWUEDe","KSA","Standard nach Anzahl Stromzähler"
"YAxvSWBnZYROiWEYypZFviZOfLntkvwvayxuKNR","UnxrOyJYJCksSvioRSQmMpmMsB+YsRylhJQjozr","J09C3401","J09C_J","SwRvYnqsTTD/wOZR/swUlnx/kcT+VpuyDOzxlah","Hagen","Hohenlimburg","35","58093","q+UTSM+czUcZGiV+EvOoGEYujMW/QK+WUBpQrUv","KSA","Standard nach Anzahl Stromzähler"
"VAXYskQJRKFmfKWNQbXCUXXcjhTaXqNZgcuiRxB","zTsDAorrTxRddIEwDDFnlyxdSok+ZkTLXjKcvwm","J09C5084","J09C","Xa/EvmRxdDdVXARM+hLVGOUNVGGLuNfOyKDxYBo","Altena","Dahle","10","58762","tRGyeyImVofGQajmMctjOCQRTlrZAZzVgdKwRVT","KSA","Standard nach Anzahl Stromzähler"
"kloQrLRRV/GVsPSIUSIucaEUkUECXYoYLiBZbOb","FeHWtuhkxnYHGewppItJbzYpXxZILgUuJlJNNNe","J09C6104","J09C","hTty/Usqq+AlsVt+IsPraHn+rNTxeBQBRBbmXVg","Neuenrade","Neuenrade","13","58809","VcxRFHJCQRBuZrLeVfaRBculFUggagsCZ+NNoAa","EVU","Standard nach Anzahl Stromzähler"
"FTVnQ/Qku/NUKlZnjVXvVCljZSbEGjoYekyOnWL","ChckzczTTQHZQtUXckWoTdiQSalUBezwVVzIIsR","J09C3401","J09C_J","mdMJobWqTzTXuRKvVNTaSUHHKvRLBZBMtzF/tUm","Hagen","Hohenlimburg","5","58093","UEvVFUOVYHwgEUfvako/ilzuUHfWZCZngLkEcaZ","KSA","Standard nach Anzahl Stromzähler"
"TJQQIkVil+uGVfluSJUzrUXmydVDEQitFxVVMZJ","sloAhL+JiWWY+IMhcZiALoYdlxUYTRLQwxIHMwy","J09C4011","J09C_L","aUTDbdXitMXdaValWLQsgeKAZPqULrWITBhWZtB","Lüdenscheid","","12","58513","PXRYQPIwWsZQDDpvHwUBsYfJMJZn/VDusePfexC","EVU","Standard nach Anzahl Stromzähler"
"igTJMWurUYauVjMxDloYWZ/KPMUhsVguYZTwRV+","uHZukIULBKSvKExV/llcASlYFiTU+kFgRZXPnWj","J09C4011","J09C_L","vwljsYmkH+uuvDtHWdnsXNUQIX/TKfbImrKNSLh","Lüdenscheid","","19","58513","sOUETgBxGVZrksYZUxQxpYuggGPnHnqhiTTWNCf","EVU","Standard nach Anzahl Stromzähler"
"VKkiDzHuVNCIJzhXFuS/EgVhOZQYIwLUhEgz/mQ","SMIpVUQL+CMRehylFsDZRwZI+BYTlyWoZtBoTIl","J09C3401","J09C_J","LzUWVZyKNNDvfJlqZFVRPTRuSGpxXjTkiuQHANx","Hagen","Hohenlimburg","32","58093","YHVUnfRTZodzvQTCkRDThQ/XrzfZtgUT/zBWvTp","KSA","Standard nach Anzahl Stromzähler"
"zzCXeaffbsMZkPvEYocha/RcmUxAhXSLkQZUmmt","xDUBGqhZLqqNdKgwBIGtmELaSTuOVFIRmjJPSvq","J09C5481","J09C","xgtwTZCCdxupapUlHCizBVMAkFTJFakUJwbIOJT","Halver","Oberbrügge","111","58553","Ljqr/mYOpIfeZARjWPmTvzZBKte/kQAeldt+WAE","EVU","Standard nach Anzahl Stromzähler"
"EzkSFMAeBDnkqnd+XnSR+fsb/YXzTmV+IqPq/Cg","xhJTmbzJjWLqRaVMR+JDPSTFZdJsB/pRWvaWAPm","J09C3401","J09C_J","CDTrO/xfVvdtsTlmSl/GBMxvPRJLjnSH/DQVWUu","Hagen","Hohenlimburg","13","58093","RvQQAopXTlRBVX/AqcmbbUWLXYEGRmtGSBBDuRK","KSA","Standard nach Anzahl Stromzähler"
"UstFXkStKQbu/fAYNXDqayOyrytuzpZUVOVdVAU","iSwTAMRttGLWShmFAlQRfgDQklnMqtLthzgUJdI","J09C6504","J09C","goRTBQNuszOVMsVUqNydjgocF/JWIrubgXS/YRX","Meinerzhagen","Meinerzhagen","5","58540","PXbbQuQ+bSpJluA+BJRTLkGFcSKQuhY+SQJoKUW","KSA","Standard nach Anzahl Stromzähler"
"UUlGIxVyKs/hVIVWknuUvphGTzSwWglYfZSBdYj","uNRiZZXG/QWIBKXSNQRZYGgaRysYQBpUENQfOdG","J09C1621","J09C_J","YkNigIZhKWXFQfwY/SfHXveikRjAzMrSSyCcYGS","Hagen","Hochschul-/Gerichtsviertel","12","58093","aFaNyNhNcMMeShRoQXjZHDvgqURcaSaQinOUAFU","EVU","Standard nach Anzahl Stromzähler"
"vSoxPSQDGCX/lOoEDGdZrofDvBYuR+X+akXOi/S","jqRaZZzkDBaUaXRRYOXvXHkUuykRF/vHNqIQ/lQ","J09C3401","J09C_J","BX+WBYsmxgzpfOTln+sSpu+J/wFzlUUBTr/RWTg","Hagen","Hohenlimburg","9","58093","wFYCgegXWlXkTkQw+RuYhUtLHxRfFFmcxAUgqAU","EVU","Standard nach Anzahl Stromzähler"
"pWqYPVfMRGnRJb+AkxNuwVfEjUQlfzRPfTNvFwZ","Rr+QhpDTqWUpxWzwwuTXzQdvKzVdyopZVvlQyAN","J09C3401","J09C_J","EUZDOGvCbSfOqXxSCAWRdYLEiE+jfecaPXmIVvC","Hagen","Hohenlimburg","8","58093","UbOQpQVMVlmQEBuYXgersUtDLzVxwVgobrRnXAs","KSA","Standard nach Anzahl Stromzähler"
"VVsFRYAdjcdoVtEyKOXZQWiTKAEHlLtFUuKMVzq","ZhDvlXXSddqyNqKEdgQoSSyksVlQqaBRax/ekxD","J09C1621","J09C_J","/jheQyfpYmJybQjeLYQcHgK+ZgR/FRZNBvSxYld","Hagen","Halden","134","58093","lbraullsHUI/xkIxZCSSGAE/GZPVRbpuYPXZByN","KSA","Standard nach Anzahl Stromzähler"
"BmMZpTT+m+jyduZUVmRSzeviVcnSjJehlWSwfyq","nHpxFSCBWPUhXtphSGETTSYTOSMIEVSUDohnefT","J09C5485","J09C","YJ+PFATBliEXQXoyo+QysQZSBgSeXKWwkeXYLDT","Halver","Ehringhausen","2","58553","RHZLYijLoGClWVIIJYUReN/oTv+RYBXfkCPZhYG","KSA","Standard nach Anzahl Stromzähler"
"cjUGEFWXRX+LyYknyUWXdYQnQSZ+DHpfLuRbNvY","kzzQrJP/JMwhfsIRWGSbMnihVXYYPFUMpxlIKTX","J09C6104","J09C","TXmqPGeTjbVwbraVdjqYJJMLld/cQAvOdZNZDWL","Neuenrade","Neuenrade","41","58809","kEncqfEByZjdWfO+IVISNMQkqyzmwVhVSunsaqi","KSA","Standard nach Anzahl Stromzähler"
"RCmjYYbTPzSmrmWSSSYzmvVZETLJqaVUDQLV+ZH","tHR+puGySCVSjzqSMQGgQUAZCQRDLVGUWhXSeG/","J09C5081","J09C","CDVTBlmVUAVkqVFThZQflCPtjTsACesgCyeUEZU","Altena","Dahle","4","58762","UWLK+wTjaQIUNpVfBHWQTGSTdQlcbYZBdVdcYVQ","KSA","Standard nach Anzahl Stromzähler"
"YRfUSnVUIVZF+aMM+UUFgidkcRyaiLfZR/WuSgm","ZZUyxYyeVHfNKYsDlcWtxENwYjXOjTERmdOIIZU","J09C1631","J09C_J","sWVJhAgWIzIEJbGNk+tQfmCcHEcXoxggRLXrkui","Hagen","Herbeck","26","58093","nfRTeLgyxSWzvZRMXtFsnw/HcRXWklYLBZSaTur","KSA","Standard nach Anzahl Stromzähler"
"eoovQoxHOdVSqNSMUAoNYYnRQPEsEiQuPTOQOek","NZKTPdNuwvnJIVrk+LDhsyxQpjnwXTYfAcTyRUY","J09C4011","J09C_L","YJ/eNCzXwrFMgMyHiCRXZ+PBJYR/xMhMucYrxvR","Lüdenscheid","","7","58513","viQtRJxsuXIi/YrWkuThSJzQaoCwFYVySAYbnTk","EVU","Standard nach Anzahl Stromzähler"
"TVPRRrVTKKQYiIPTfbcKKYALZRDZWUhgQxXRYSS","XlPZRsWvSyopbZGVQRwQrgwFKrQAZMf//VietI+","J09C4011","J09C_L","AtlYBnNTWfImkQXFYvaDordQGrVHYJPbGaMgJnI","Lüdenscheid","","35","58513","PwXRqJmnWNksJ/ToCPYTeokFpqnFcCHpR/i+IUH","EVU","Standard nach Anzahl Stromzähler"
"q+lJCFP+UJmWsUVBAYMJVsOvtWabcWVUPLmTEVU","/yDZ+XdnxQNUdNVZDVOVFVsZHNwPMGXVVZYQnWz","J09C6504","J09C","WGlHZvXqvwppqy/RYjX/FZXgrDKqmJvwBcUioUS","Meinerzhagen","Meinerzhagen","80","58540","evhYmYhNYreq/rUlOuEqYSbNbJUUGvPIJERW+Pp","KSA","Standard nach Anzahl Stromzähler"
"XYwTXScYUFZcvHVKTWoIEeWjytEXHJKylbqJXYs","RmYntCeSspnwdAI+UxBrvZzBIDjfBvlmrgRIVT+","J09C5083","J09C","jjbUKFWrqbHVrYgjtDVbGGpjRTaQZywqTIEVwGY","Altena","Dahle","19","58762","EQMfoCEK/bHNLDjudwwkZPsQFkSQYOFqGTsxcdO","KSA","Standard nach Anzahl Stromzähler"
"fAFoj/a+VFbRvnlOtSUTCvhYYkjxqvnqMexQsSB","KfFeiOnupTZ/BOVFmbydvVQurOwCb+LgzOGaGHW","J09C1621","J09C_J","dtjuj+UJIZuQwzikatZXEgnKEdGPMxPxqZnldKU","Hagen","Halden","34","58093","XZveUNUAYiRUuhiRnQWDJVOwFyRyRi+SnH/+yfg","KSA","Standard nach Anzahl Stromzähler"
"EeMvcUEhlFbdySxNBQqaSamItlTVUMbSUBtOXQc","SdIWUPXGuKCPdhFlVRbhpLWYy/xNWgkHvxwfmcT","J09C1631","J09C_J","VYWCqPRjrGSqFxbSxqRVdmWyQarQ/aHOUFUBTmc","Hagen","Herbeck","21","58093","uLVcTro+/RwhURVMFbadiQpVamUkxuSSqVaTkoe","EVU","Standard nach Anzahl Stromzähler"
"CSYsrFRXAPyyEYQiyHmUKydkWZrxVRtf/VBpTZw","XEDbTVmnANYrmTj+XCjkJUBThkcjxVTCLxNO+FY","J09C4011","J09C_L","QbXCrRtohNUPw+iJSwPCeTkoYetYAYZfXATVImg","Lüdenscheid","","7","58513","WWOQUTYViu+QdqVQZlqpUWIuvTShRSZIDBlipvM","EVU","Standard nach Anzahl Stromzähler"
"nWDbtYHWUZtsJOVpxzJzywXDXODwMcrESQZY+FC","FXXKyxanV/FSVWKWW+VXcmbhtSqRCeUMBqLJRbs","J09C3401","J09C_J","hTyMJQnHEYZXcuukhWYOsSSJQMwhIZ/DeUmMUSW","Hagen","Hohenlimburg","12","58093","MBrTRYURVGgxTrDUUJStZeLUZdmbUwHVQCDCejN","EVU","Standard nach Anzahl Stromzähler"
"ABGCoSaiJMwbYuzTSRTDAWdBbFUEMcIeeWD+gTG","UVaiNEYxDWZ/AZjSJyyZrxOO/FJHlGOHVQ+kgkQ","J09C4011","J09C_L","LzYKSfnBIupmJBbXPJQUlHWIeUPCvKs/XiVLSsP","Lüdenscheid","","62","58513","yCiZEsDDSDLUCzeVVzXdIG/ahQZzvpwQeGMIWrG","KSA","Standard nach Anzahl Stromzähler"
"WiThDrxpJUpTYhQXpZziP/SsxM/CzJsbqtoTTWT","acsbVYQmmzeWHQsxP/LSTumgZbysGFYDzsyTFYo","J09C1621","J09C_J","WGm/HEXmcxdUepCQYUfGDwjZzTYbGTN/DwvJiAL","Hagen","Fley","10","58093","daDtUzbBThVYTSfuqXRtXNTADKAReuZYTWwPnKX","KSA","Standard nach Anzahl Stromzähler"
"u+JViForIVXY/BgIxIxRlYnlUZhDibsvDEWTExx","afYoebEK/umTjgNG/qTFEkdTqRicoBrGVDTpY+B","J09C4011","J09C_L","DqUf+UwsTKc/oJg/iacXAsZLPwVMAbPnUYSwrsm","Lüdenscheid","","38","58513","pzYupXKwLyECeeLSvHxoJGjPIVrKvTRTQDYVTWT","KSA","Standard nach Anzahl Stromzähler"
"vCwZVBBUXRJogPYhZUSuaXAsVZ/rosRKnRlldfS","SJJWQOecqSYwZMzIsQTUVxsvTYNVVKdZyLtxDUN","J09C3401","J09C_J","p+qRFmrAKFboiXxXfIKYjRisJFEGXjXTpkUQxXz","Hagen","Hohenlimburg","28","58093","AJnGF+TRuXkzjVntBpaRAYYlgSTdVidTuCUtiFU","EVU","Standard nach Anzahl Stromzähler"
"WKnOYbdOpPjQI/YkfPRwZbpsRRQVWGyWGgFBVNh","KgBjcRVyCjMguTSzFPZRJjCbZTJhZERztyCWPAk","J09C5483","J09C","TMcRDziLXwDR+XBDAjRKilXnAZYMGoXQgkOEqQx","Halver","Ehringhausen","5","58553","g+dmYIAtTLQJEiOUWixThRQZJas/Qi/kDUhNZYZ","KSA","Standard nach Anzahl Stromzähler"
"V/HRPcQfrNkShKWcgAXFIhwSstvZ/YRdlbwa/uQ","Xjq+SVWTjuRSMCmUsZAUovZcTGYwVXozjtTen+A","J09C4011","J09C_L","iZEVNgcAtnVcAeqwlRzpZstBImpW/LEeNGQQLvR","Lüdenscheid","","39","58513","ay+sTuUdBYhQSLlkqUYLSvQDRmImQZpWSkNdHcB","EVU","Standard nach Anzahl Stromzähler"
"IuqjUg/RQpORRGeFdYwQwCyCtXWvNMS+FRxgcxZ","gDWTzKxA+ybiNVWnRIfDUwfbrosVZtFsrwNXWUf","J09C5485","J09C","KMmRhqxjkPreernxSSTfVIUQjIhkQwUluSLrSAY","Halver","Ehringhausen","22","58553","d/YbvQonjUQCUkXppnhTFqDVvndYXnQTRccz+SK","EVU","Standard nach Anzahl Stromzähler"
"yddTUJhPZSbrDQSVRZYeYXMTUHtIPJyCdtYrtZJ","'+MCCAHbNKhL/T+owTNXWUExUrXzXUMLyfBTZxmT","J09C1622","J09C_J","dtml/WJNTRcoqkujHqy+SMc+ksCzxBwZSgsUXQz","Hagen","Halden","21","58093","rxTGloJRQCBWSzcTZjkOSntYNhaonWuQVbamGiT","KSA","Standard nach Anzahl Stromzähler"
"LfYZk+CMYwRQnhcLCSosSgEdWFhVpagR+XK/rYm","bfFcoNJuuzQKFHyRLRuIOmkwaZWSaZOKEKjP/XA","J09C6506","J09C","TnxnPXWTBVOhJyZerfkekRDYvJLEgTpgVziksXO","Meinerzhagen","Meinerzhagen","19","58540","RRVQB/qTs/XbVFzCwfWovPROBDXTKFUPsnyclKX","EVU","Standard nach Anzahl Stromzähler"
"ecDUmSCqvaLdiPIsoYam/ZsWmyaXntpJIrxQaWP","JEaiWNVHzrS+vHbDoXkwhZDXUpUIdnyYWUWRJte","J09C6102","J09C","UEulQHEIFkAOvUmZMFVVJZpqZWNhWUlDXxyRpnc","Neuenrade","Neuenrade","19","58809","vghGZcQVeBSvMzCgNEwocvSyxCWVGUbCQPYygCR","KSA","Standard nach Anzahl Stromzähler"
"sckVnFWbkbdJQyUafjNf+WWGPzQAkTwrfiSAQQG","TpgUAkoUcJRuBXPGsQUWiXKwqVnmTcSHwPR+MTG","J09C5081","J09C","unIywgmSJSrY+YUfy/WWjshFRmGqNjUG/gcZAIU","Altena","Dahle","14","58762","ZKOVshd/DQZHZSVUSNuGOXpeVScrI/GTyAQsZVv","KSA","Standard nach Anzahl Stromzähler"
"HTQXkE/dWSTPQoFXNYgcElUVgYWQRZRoTqjZjUX","QABthWSsCooaYYAQgjEJOrfjKJtMWIFGChnTQVW","J09C4011","J09C_L","EzUmnzVHmqSGuKfbwFZWTRATtERAWRXPCXi+mSu","Lüdenscheid","Dünnebrett","236","58513","ZORVPkMiORZtcxoxHTEHKKZTVvmqnyhvjBZNmUW","EVU","Standard nach Anzahl Stromzähler"
"pMQrTHddlUSJlAKaVQfmY+tRkhhCCaR+ZPIpVuW","mVcfFaeTeyHWfudMMvNmbvgIKVRjZSokqXUSFET","J09C1622","J09C_J","fdgowKraHKtJpQSkRTVGrJjVUsfmZFNkQIWtqBi","Hagen","Halden","15","58093","SyunAqeHmdmEAAf+WksDSlQfoAhM+NZTlZujjya","KSA","Standard nach Anzahl Stromzähler"
"EDYnfZJKILY+RqSGLinWAlaPpTPrQVDZPSubVIt","AxsPhYVxvDhcUdSlAxKorXbVyAIAYCYfNbjFHr+","J09C1622","J09C_J","tdTCRWNFokYNdATVoDLVZdLPRRrQLgrSXmGdoXm","Hagen","Lennetal","15","58099","jmqCRKbtUdMjQbJSAJsxBrMQzmUQhsGUQbjVMCc","EVU","Standard nach Anzahl Stromzähler"
"LrPTINzuUZUQwoUaZiJIUJVZLVmhPrwaHLyUpWL","ES/fZJTQRPJmY+jjNQTurByD/SQCBcjUihkWXor","J09C6105","J09C","QROqNZjBkSeNISZYkBTAPVT/GYPoRrTlnxDLoUi","Neuenrade","Neuenrade","27","58809","qbXcCAzsLeUVjxuJVYZWSMzImbmVnnURHZvGXpU","KSA","Standard nach Anzahl Stromzähler"
"nTkWTisUSfVMJxsVQaoykSBlLmTITpGRaLSXVYU","PHQaLRuumGSHAVTaSDZUbBUiUp/ZxbaLGGoY/hg","J09C6105","J09C","IWkQIGpiXMTuCNRpoXWWBUARml+fTHQPSPhXXrm","Neuenrade","Neuenrade","18","58809","huaHBSZtAvTFHckMnoLsVsLZSteutQSmVsKSvKS","EVU","Standard nach Anzahl Stromzähler"
"jhXzP+QlzTQbvPpqFZEHIEOK+/BHiqBqXUwImsT","IpzvQVYAQLRSNZEzMmwdXwYhKbeCNlrRLPTOTCH","J09C1621","J09C_J","kRuShyRWlDySTxKOWrBpGvMacN/ogRZSTzYYxvw","Hagen","Halden","10","58093","KmSSHIYpYQdrKWBTvdHseHCsXmTRjsTJ/CQPESX","KSA","Standard nach Anzahl Stromzähler"
"ORXoYkRLmjQAfVXUxnJQbLBThYNXYatxZWzWFyY","WcJYUGThyRAHR/rYYfDc/PDQGXUkVvDXEUUjfWh","J09C4011","J09C_L","ytWojpUhYrcZMVYQ/TJhvMZuVWVaynfVWrqaVIq","Lüdenscheid","Lüdenscheid/Stadtwerke","66","58513","Vy/FWsXXiuAfUpZAgVrMOM/m/JUgoStNpxKNG+X","KSA","Standard nach Anzahl Stromzähler"
"KPlddtSskjvqJwOwVJARbYTWeygrTSAKWecCldr","SepDqeBdwCSWEaNUsSCReVwNZMRLBjVZzSWPbat","J09C4011","J09C_L","IWkmXCXynDsoTESSnyjlMopoZYBOyOYonEXSYaJ","Lüdenscheid","","21","58513","DJMcbGDoSmIQVlFYGprkBSzRsHLWrMV+CyeRZQP","KSA","Standard nach Anzahl Stromzähler"
"YamQRUvSiazhPOZJHtMpRs+SjjZkolYhZ+ckVVS","KFAQYZAMkWRZqJWxCClZOrNXoZqwuPSyWbPXITi","J09C1622","J09C_J","kvZWu+SpgYYSkCXmAFkMXXNkPpnvxecQmFrKYUZ","Hagen","Halden","56","58093","RBMp+CmNdRzUTVMbjZbxVZTSyiUsPFZeLHXkRmJ","KSA","Standard nach Anzahl Stromzähler"
"HTTVgDavptIa+oPcOLoSc/lVQlTRZQGKYQH+YHR","WKWMQXopXwaIodyAihVvWaRVIpSaSflGNXTqOpw","J09C5081","J09C","ytXUwdOyrYPvixrfRHgTMgaMyzQzmBOPZpuVAOK","Altena","Dahle","18","58762","XpPyYIXXFMhDFyUC+Q+yyeyQYGyYMrTUvBWWEas","EVU","Standard nach Anzahl Stromzähler"
"zUnMQRxyQOWWXbgbYCeWmKOJgUhjySYmTMFrfhj","XLVUHoVTxYAMiyWoTwaKnDwWBCMVMZXVRKpdUZM","J09C6504","J09C","iZItvTyUkDsghSrJTajlZTKRkFvU+SaPoZWrZdD","Meinerzhagen","Meinerzhagen","45","58540","TPkdeVpOuGLUnZmjnLzfGJokUgQvHNXgLWTZzPV","KSA","Standard nach Anzahl Stromzähler"
"V+mvxDNvSyyySVmVkXfgHBHlwUYf+UES/UxLXzn","enAKyESbLZQOqDoVULSGn/slIuWvKXOpWFVRncZ","J09C1622","J09C_J","qJlWvSkorARRSXRXKVJU/+mnmMiwvGhwq/QuTjQ","Hagen","Halden","32","58093","TUIxgPINwdKRjoMb+BBH+UvRcg/qFFTWxQVsyDY","EVU","Standard nach Anzahl Stromzähler"
"SXIGjUumTTxlROFXYZrqhRnwdfWTxqiyTFaDZlS","vzblSYCWkRztXDaiRIvHZZPVLTLFMRDLssF+eYB","J09C1622","J09C_J","kvZnnQeSYVGhu/julv+cngnqSudShbZGqSwSSAL","Hagen","Halden","5","58093","pGMdaZKXaMiPYXHnIRZWNAZyYBOcrQXmktRaNTQ","KSA","Standard nach Anzahl Stromzähler"
"iuOfyRQJSFRk/BQBpmARvHRqXdTUcHFNXaguEjD","UEpaFpLUQJ/e/MXObRR/+uLYHObrUjkZg+YdXhF","J09C1622","J09C_J","eWWWUfDWl/taROWqlrKZKRgEiLWIeWhTtNgnifi","Hagen","Halden","60","58093","ThdBKmKLVxRKlSDRFYVCrSsnlkpZTKGeMVBTpJg","EVU","Standard nach Anzahl Stromzähler"
"zK/TXbMYqYcdfXHOrDGZYckVDKXzWfYV+VJIorr","inCqGrVr+NmwTQQQWQYpqQR/srvOPENILQfxzWd","J09C6104","J09C","UTWZRWRJRvuUQvpKGZxZsGjRiPGnNrVenV+BkKE","Neuenrade","Neuenrade","16","58809","nEExcJohHTiQZQvfqXUKtoRXigMMLrkAWWPidzu","EVU","Standard nach Anzahl Stromzähler"
"jFYIBOXDZXSHZcQoGU/ayyfEjRrZZXwSfRJDLXs","oniXKTaUQfkQWKNXJHHFjCrSlpIrKwYWMuiWVnO","J09C6104","J09C","RlgTEwnqfLNnXsAmdihdaYnYWQRYQjFNDXCSBfW","Neuenrade","Neuenrade","27","58809","KxPTRuNIoGaKYrIVWhmmQJzXsYVFTqe+SpGRkEy","EVU","Standard nach Anzahl Stromzähler"
"pYkCwxQERytJTeDRZZcWVeSfvhmYulXJipjETRq","jKdKKXqhejdBgeXCdeOWTCcEICbdX+qMOkNkYtU","J09C5083","J09C","MZRVDhQucBSEcNSRaTUNZkfXTVSvw/+XZTSGpwW","Altena","Dahle","5","58762","rjTLKHSRgTbgjQjzsZlQgYHajVtMVXPfUfsORWX","KSA","Standard nach Anzahl Stromzähler"
"RATIkBfFUSjTnhuCiJfbSTXB/TRKuzHVOZ/aQmt","iJWTsByyySdLkORWQxMVTsKwiAVwDhwKatsZRTy","J09C1631","J09C_J","JdUoPGjOlXzYZLQfAeGDekyHrLpYb/ydbbWZVDx","Hagen","Herbeck","43","58093","sBQSoCOQ+iOrYRWlWCypvQQOw+OwNHahQZzaTWs","KSA","Standard nach Anzahl Stromzähler"
"TjyBprJuyspE/GhhixLCeOBwkmYYYsUXMTKFrTS","/eRbntNHmEwDZnDTYQEiZRZCBQUZRNyVQYCeUnM","J09C4011","J09C_L","VYXwYyiIEQEcwwxgbagUVLBhyjVlrFrQKVqZOUW","Lüdenscheid","","41","58513","KVAXUoQjdlRfXUVmaZLCdoUtSZnWlVZrXKYOKZS","EVU","Standard nach Anzahl Stromzähler"
"KAWXRBTwKxBcmrsFNcTXwyWdAmXAfkcJZQNRzoI","cuXSRLPlzTLSWSPlfSWKlgiuHhhQZtTcPiOXzEZ","J09C3401","J09C_J","baRUmpWSBQuccbhiZyRARYGxnrFUGPdoNVgQZmx","Hagen","Hohenlimburg","12","58093","WTaWNtaWbkEDEsmNN/rMGCKWDGoAtSZkt+vPIAD","EVU","Standard nach Anzahl Stromzähler"
"WrRr/khUlEJLgQuUXQYyWXeLMjzaMCaMTfIlYuu","obMHYMESjfRkTqhIRNxbKTKmQvh/NAKwAf+QXQr","J09C4011","J09C_L","cjoRpjrjyjMwuznhQvPkSZWUoQbZOkOEArVmETR","Lüdenscheid","","11","58513","ZFYAhqT+etWZ+anlycYyyirVYTPGDKTiaxVURmn","EVU","Standard nach Anzahl Stromzähler"
"KjXfkTEqXWJLFRhGulpr+TZPXrSLrXOiVBfxHTy","ZPQCiQPQRhbCxGZgQQgBTKKUcdTJjSdjQUFTfik","J09C6106","J09C","VYYOSTvdOUwTqTLUyzQCEAQjEmOYQsHinvogZnH","Neuenrade","Neuenrade","29","58809","UCCUsSARGyYNw/QTVVgDQGZTRUFobUTr+SbAFgv","EVU","Standard nach Anzahl Stromzähler"
"VUrZ/QO/uPFYptdhJOEDWYrCKyRVQgsdGUxQ+WV","JRq+VTtbAuHp/LovQRQKJQSUSfD/YiFBzDiSgdF","J09C4011","J09C_L","UTWlU+Qk+qcZrUUtvbUVGrfICvqkcCVpuZYbgS+","Lüdenscheid","","4","58513","OZBSrY/VpoWZSXWwhbXxWxbQyVBmcYcIvWVNZgd","KSA","Standard nach Anzahl Stromzähler"
"yUvTXuJwQXaxhULfbvFubCNZpiQXunVYjQCwi+u","dDq/TONREwGLUSXKaKAvtrYOmLSFVRTmzoU+TqI","J09C6103","J09C","ZAyKLISEgoOjoCPzdPZxuNpESTuLTsaTUKWPYTm","Neuenrade","Neuenrade","10","58809","lUo+WUvLyLuXePUDUCNrYUUIeRFeWUiDyAfEUfu","KSA","Standard nach Anzahl Stromzähler"
"TkVxffwZNUotsFvXQQDEoWjStwapxoIjDQVFuRB","RPZDIaTMXThUmRRRTDHguZoziZGoUSpzwYYGuYT","J09C3401","J09C_J","NIdjJXVXNRFiilP+RoHVXXNs+IhnbFlTtFeYyIl","Hagen","Hohenlimburg","4","58093","/TJNj+bRJiQCLoRQnim/kzfmUbGsTnRfBkuwZVW","KSA","Standard nach Anzahl Stromzähler"
